id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
3171071003,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KARET TENGSIN,14,0,14,9,1,8,8,2,0,0,6,
3172041001,DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,64,0,64,9,1,8,11,6,0,0,5,
3172031006,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,34,1,33,14,2,12,19,4,5,0,10,
3174011007,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI,15,0,15,7,2,5,3,3,0,0,0,
3175101001,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,15,1,14,8,2,6,12,7,2,0,3,
3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,17,3,14,4,1,3,1,1,0,0,0,
3173031004,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,8,0,8,2,1,1,5,1,0,1,3,
3172051001,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,39,2,37,23,3,20,17,5,2,2,8,
3172021007,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,18,0,18,21,3,18,14,3,2,1,8,
3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,29,0,29,18,0,18,3,1,0,0,2,
3175091004,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,10,0,10,5,0,5,2,0,0,1,1,
3175051001,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,GEDONG,9,0,9,4,1,3,9,4,1,0,4,
3175071006,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,MALAKA JAYA,12,0,12,18,1,17,10,3,5,0,2,
3174031001,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,MAMPANG PRAPATAN,17,0,17,2,0,2,6,4,2,0,0,
3171021005,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,MANGGA DUA SELATAN,27,1,26,22,0,22,12,12,0,0,0,
3175031004,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,9,0,9,4,0,4,6,3,1,0,2,
3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,20,1,19,14,2,12,15,6,1,1,7,
3173061002,DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,9,0,9,9,0,9,8,3,0,1,4,
3171021003,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARTINI,34,0,34,37,5,32,13,5,5,1,2,
3175011004,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,22,1,21,17,3,14,22,2,1,4,15,
3173031001,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,21,1,20,10,1,9,7,2,0,2,3,
3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,5,0,5,5,1,4,2,2,0,0,0,
3174061004,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,GANDARIA SELATAN,23,1,22,9,4,5,3,1,1,1,0,
3171021002,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,KARANG ANYAR,43,1,42,61,11,50,13,8,1,1,3,
3171061005,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,9,0,9,5,1,4,8,6,0,0,2,
3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,28,2,26,8,1,7,10,6,0,0,4,
3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,34,1,33,22,2,20,28,7,2,3,16,
3174021008,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KUNINGAN TIMUR,13,0,13,5,1,4,7,0,2,2,3,
3175081001,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,MAKASAR,6,0,6,5,1,4,6,3,2,0,1,
3174081005,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,16,1,15,4,1,3,8,2,1,0,5,
3171071004,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,90,1,89,46,1,45,117,27,2,5,83,
3172041005,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,24,0,24,10,2,8,6,4,0,0,2,
3171071007,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KAMPUNG BALI,9,0,9,11,0,11,9,3,1,1,4,
3173041009,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,11,0,11,11,0,11,6,4,1,0,1,
3173011003,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,9,0,9,8,1,7,8,3,2,1,2,
3173031006,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KEAGUNGAN,8,1,7,4,0,4,3,1,1,0,1,
3172021001,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,32,4,28,16,0,16,35,17,1,5,12,
3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,12,1,11,27,4,23,6,2,0,1,3,
3171011001,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,GAMBIR,6,0,6,4,0,4,1,0,1,0,0,
3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,25,2,23,8,1,7,9,5,1,0,3,
3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,11,1,10,12,4,8,5,1,2,1,1,
3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,5,0,5,5,0,5,7,4,0,1,2,
3175031001,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,KAMPUNG MELAYU,7,1,6,3,1,2,11,4,4,1,2,
3174031005,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,KUNINGAN BARAT,11,0,11,3,1,2,1,0,0,0,1,
3171041005,DKI JAKARTA,JAKARTA PUSAT,SENEN,KWITANG,9,0,9,6,1,5,3,1,2,0,0,
3172041003,DKI JAKARTA,JAKARTA UTARA,CILINCING,MARUNDA,27,1,26,8,2,6,5,2,0,1,2,
3175061002,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,7,0,7,3,2,1,4,2,0,0,2,
3173041010,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,1,0,1,0,0,0,0,0,0,0,0,
3171041001,DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,7,0,7,4,0,4,3,1,0,1,1,
3171031004,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,27,1,26,33,4,29,10,4,2,0,4,
3175061001,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,JATINEGARA,38,0,38,15,4,11,17,4,2,3,8,
3172031004,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,23,0,23,16,3,13,4,3,0,1,0,
3173041004,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,6,0,6,7,0,7,7,0,0,3,4,
3173041011,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI SELATAN,3,0,3,2,0,2,0,0,0,0,0,
3173041003,DKI JAKARTA,JAKARTA BARAT,TAMBORA,DURI UTARA,3,0,3,11,1,10,3,1,1,1,0,
3175021004,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATINEGARA KAUM,2,0,2,1,0,1,1,0,0,0,1,
3173041002,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KALI ANYAR,4,0,4,6,1,5,5,1,0,2,2,
3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,8,0,8,10,0,10,7,2,0,1,4,
3173031005,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,MANGGA BESAR,9,0,9,6,0,6,3,2,0,0,1,
3174011006,DKI JAKARTA,JAKARTA SELATAN,TEBET,MANGGARAI SELATAN,7,0,7,12,0,12,14,7,4,1,2,
3101011003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,44,0,44,0,0,0,0,0,0,0,0,
3101011002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,36,1,35,5,0,5,1,0,0,0,1,
3101011001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,29,1,28,9,0,9,0,0,0,0,0,
3101021003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,4,0,4,4,0,4,0,0,0,0,0,
3101021002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,21,1,20,1,0,1,12,3,0,0,9,
3173031008,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,6,0,6,2,0,2,1,0,0,0,1,
3174021001,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,6,1,5,6,0,6,3,2,1,0,0,
3173041001,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,5,0,5,3,1,2,1,0,0,0,1,
3101021001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,13,0,13,0,0,0,0,0,0,0,0,
